city_name,state,abbreviation,population,latitude,longitude
Chattanooga,Tennessee,TN,173366,35.0456297,-85.3096801
Jeffersonville,Indiana,IN,45929,38.27757020000001,-85.7371847
Bartlett,Illinois,IL,41679,41.9950276,-88.1856301
Baldwin Park,California,CA,76635,34.0852868,-117.96089779999998
Miami Beach,Florida,FL,91026,25.790654,-80.1300455
Jackson,Tennessee,TN,67685,35.6145169,-88.8139469
Port Arthur,Texas,TX,54135,29.884950399999997,-93.939947
San Luis Obispo,California,CA,46377,35.2827524,-120.6596156
Burleson,Texas,TX,40714,32.5420821,-97.32084920000001
Newport Beach,California,CA,87273,33.6189101,-117.9289469
Riverton,Utah,UT,40921,40.521893,-111.9391023
Yakima,Washington,WA,93257,46.6020711,-120.5058987
Dayton,Ohio,OH,143355,39.758947799999994,-84.1916069
Gulfport,Mississippi,MS,71012,30.367419800000004,-89.0928155
Long Beach,California,CA,469428,33.770050399999995,-118.1937395
Chico,California,CA,88077,39.728494399999995,-121.8374777
Hattiesburg,Mississippi,MS,47556,31.327118900000002,-89.2903392
Eugene,Oregon,OR,159190,44.0520691,-123.08675359999998
Colton,California,CA,53243,34.0739016,-117.3136547
Montebello,California,CA,63495,34.0165053,-118.11375349999999
Pleasanton,California,CA,74110,37.6624312,-121.8746789
Everett,Washington,WA,105370,47.9789848,-122.2020794
Hutchinson,Kansas,KS,41889,38.0608445,-97.9297743
Fairfield,California,CA,109320,38.2493581,-122.03996629999999
Avondale,Arizona,AZ,78822,33.4355977,-112.3496021
Euclid,Ohio,OH,48139,41.5931049,-81.5267873
Battle Creek,Michigan,MI,51848,42.32115220000001,-85.17971419999999
Bloomington,Minnesota,MN,86319,44.840798,-93.29827990000001
Rock Island,Illinois,IL,38877,41.5094771,-90.57874759999999
Beaverton,Oregon,OR,93542,45.487062,-122.8037102
Kenner,Louisiana,LA,66975,29.9940924,-90.2417434
Clovis,New Mexico,NM,39508,34.4047987,-103.2052272
Troy,New York,NY,49974,42.7284117,-73.69178509999999
Milpitas,California,CA,69783,37.4323341,-121.8995741
Des Plaines,Illinois,IL,58918,42.03336229999999,-87.88339909999999
Placentia,California,CA,52206,33.87223710000001,-117.87033629999999
Taunton,Massachusetts,MA,56069,41.900101,-71.08976740000001
Montclair,California,CA,38027,34.0775104,-117.68977759999999
Johnson City,Tennessee,TN,65123,36.3134397,-82.35347270000001
Savannah,Georgia,GA,142772,32.0835407,-81.0998342
Warren,Ohio,OH,40768,41.237556899999994,-80.81841659999999
Vancouver,Washington,WA,167405,45.6387281,-122.6614861
Sunrise,Florida,FL,90116,26.1669711,-80.25659499999999
Muncie,Indiana,IN,70316,40.1933767,-85.3863599
Lehi,Utah,UT,54382,40.3916172,-111.8507662
San Francisco,California,CA,837442,37.7749295,-122.4194155
Fontana,California,CA,203003,34.0922335,-117.435048
Frisco,Texas,TX,136791,33.1506744,-96.82361159999999
Chino Hills,California,CA,76572,33.989818799999995,-117.7325848
Poway,California,CA,49417,32.9628232,-117.0358646
Huber Heights,Ohio,OH,38142,39.843947,-84.1246608
New Brunswick,New Jersey,NJ,55831,40.4862157,-74.4518188
Norfolk,Virginia,VA,246139,36.8507689,-76.28587259999999
Hillsboro,Oregon,OR,97368,45.5228939,-122.989827
San Jacinto,California,CA,45851,33.783908399999994,-116.95863500000002
Pensacola,Florida,FL,52703,30.421309,-87.2169149
Hamilton,Ohio,OH,62258,39.3995008,-84.5613355
Florence,South Carolina,SC,37792,34.1954331,-79.7625625
San Bernardino,California,CA,213708,34.1083449,-117.2897652
Peachtree Corners,Georgia,GA,40059,33.9698929,-84.2214551
Victorville,California,CA,121096,34.5362184,-117.29276409999999
Gary,Indiana,IN,78450,41.5933696,-87.3464271
Casa Grande,Arizona,AZ,50111,32.8795022,-111.75735209999999
Morgan Hill,California,CA,40836,37.130501200000005,-121.65439009999999
Dubuque,Iowa,IA,58253,42.5005583,-90.6645718
Syracuse,New York,NY,144669,43.0481221,-76.1474244
Clarksville,Tennessee,TN,142357,36.5297706,-87.3594528
Lakeland,Florida,FL,100710,28.039465399999997,-81.9498042
Valley Stream,New York,NY,37659,40.664269899999994,-73.7084645
Dover,Delaware,DE,37366,39.158167999999996,-75.5243682
Moorhead,Minnesota,MN,39398,46.8737648,-96.7678039
Culver City,California,CA,39428,34.021122399999996,-118.3964665
Palatine,Illinois,IL,69350,42.1103041,-88.03424
Seattle,Washington,WA,652405,47.6062095,-122.33207079999998
Covington,Kentucky,KY,40956,39.083671200000005,-84.5085536
Elk Grove,California,CA,161007,38.4087993,-121.37161780000001
Shreveport,Louisiana,LA,200327,32.5251516,-93.75017890000001
Ogden,Utah,UT,84249,41.223,-111.9738304
Harrisonburg,Virginia,VA,51395,38.449568799999994,-78.8689155
Inglewood,California,CA,111542,33.9616801,-118.3531311
Pasadena,California,CA,139731,34.1477849,-118.1445155
Lawrence,Massachusetts,MA,77657,42.7070354,-71.1631137
Lake Oswego,Oregon,OR,37610,45.4206749,-122.67064979999999
Petaluma,California,CA,59440,38.232417,-122.6366524
Springfield,Ohio,OH,59357,39.9242266,-83.8088171
Napa,California,CA,79068,38.2975381,-122.28686499999999
Aurora,Colorado,CO,345803,39.729431899999994,-104.8319195
